"Data_Status","State","MSN","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"2023F","NY","BQICB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","BQICP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","BQTCB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","BQTCP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","BTCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 8.4"," 6.2"," 5.1"," 3.8"," 3"
"2023F","NY","BTGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 8"," 8"," 0"," 0"," 0"," 0"," 1"," 6"," 33"," 48"," 65"," 140"," 206"
"2023F","NY","BTVHN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 5.9"," 8.8"," 15.5"," 22.2"," 31.1"," 50.2"," 71.1"," 125.7"
"2023F","NY","BTVHP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 24"," 39"," 61"," 79"," 138"," 205"
"2023F","NY","BXSUB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 5499"," 6380"," 8460"
"2023F","NY","BXSUP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 1026"," 1191"," 1579"
"2023F","NY","BYICB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","BYICP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","BYTCB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","BYTCP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","CLACB"," 5290"," 1300"," 1153"," 1125"," 1290"," 1151"," 1039"," 812"," 697"," 501"," 466"," 273"," 185"," 141"," 97"," 24"," 16"," 10"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","CLACK"," 25.787"," 25.751"," 25.739"," 25.704"," 25.668"," 25.56"," 25.392"," 25.213"," 25.189"," 24.878"," 24.077"," 23.742"," 23.623"," 23.671"," 23.498"," 23.714"," 24.076"," 24.056"," 24.085"," 24.313"," 24.543"," 24.361"," 24.68"," 24.826"," 24.766"," 24.901"," 25.153"," 25.105"," 25.108"," 25.05"," 25.107"," 25.191"," 25.162"," 25.183"," 25.212"," 25.128"," 25.037"," 25.175"," 25.051"," 25.051"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","CLACP"," 205"," 50"," 45"," 44"," 50"," 45"," 41"," 32"," 28"," 20"," 19"," 12"," 8"," 6"," 4"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","CLCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 72"," 51.7"," 57.3"," 40.9"," 21.3"," 21.5"," 21.1"," 13.1"," 11.5"," 6.2"," 7.4"," 5.5"," .9"," 0"," 0"," 0"
"2023F","NY","CLCCB"," 19883"," 18552"," 17095"," 15338"," 14015"," 13512"," 11294"," 9072"," 8606"," 7226"," 6888"," 7466"," 6439"," 7035"," 7258"," 6765"," 5327"," 6088"," 7667"," 5947"," 6600"," 9489"," 12604"," 8061"," 9826"," 8063"," 8767"," 7286"," 6092"," 6090"," 5429"," 5717"," 5579"," 4639"," 3939"," 4777"," 6184"," 5616"," 3330"," 4041"," 2286"," 2524"," 994"," 1847"," 3619"," 3681"," 3163"," 2967"," 1710"," 552"," 77"," 109"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","CLCCP"," 805"," 748"," 694"," 633"," 578"," 555"," 466"," 384"," 367"," 310"," 293"," 317"," 275"," 309"," 323"," 300"," 234"," 254"," 317"," 246"," 283"," 396"," 515"," 328"," 396"," 339"," 357"," 286"," 241"," 236"," 218"," 229"," 226"," 190"," 157"," 191"," 249"," 226"," 131"," 158"," 90"," 102"," 40"," 73"," 145"," 147"," 127"," 119"," 68"," 22"," 3"," 4"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","CLEIB"," 326074"," 296651"," 285883"," 300329"," 350435"," 362573"," 346233"," 357645"," 352088"," 330727"," 274384"," 197952"," 148277"," 143393"," 156372"," 147280"," 147418"," 160805"," 150809"," 153742"," 158806"," 158361"," 165503"," 167570"," 184105"," 196228"," 160240"," 200191"," 233727"," 261730"," 260388"," 263094"," 277917"," 244378"," 237057"," 227355"," 232312"," 246198"," 258550"," 241817"," 254784"," 241066"," 234280"," 242113"," 233566"," 213027"," 215801"," 220585"," 195649"," 131840"," 141573"," 99186"," 48742"," 47152"," 45943"," 21957"," 15631"," 6270"," 6984"," 4759"," 1647"," 0"," 0"," 0"
"2023F","NY","CLEIK"," 26.505"," 26.607"," 26.717"," 26.748"," 26.802"," 26.678"," 26.446"," 26.218"," 26.248"," 25.718"," 24.664"," 24.348"," 24.468"," 24.752"," 23.504"," 24.05"," 24.499"," 24.259"," 24.065"," 24.504"," 24.635"," 24.42"," 24.844"," 24.97"," 25.106"," 25.2"," 25.444"," 25.575"," 25.629"," 25.703"," 25.718"," 25.851"," 25.908"," 25.799"," 25.901"," 25.912"," 25.836"," 26.014"," 26.043"," 26.1"," 26.096"," 26.039"," 25.592"," 25.1"," 24.074"," 23.489"," 22.916"," 22.947"," 22.021"," 21.585"," 22.175"," 21.602"," 21.874"," 21.194"," 21.333"," 21.155"," 23.906"," 25.892"," 25.682"," 25.483"," 25.847"," 0"," 0"," 0"
"2023F","NY","CLEIP"," 12302"," 11149"," 10700"," 11228"," 13075"," 13591"," 13092"," 13641"," 13414"," 12860"," 11125"," 8130"," 6060"," 5793"," 6653"," 6124"," 6017"," 6629"," 6267"," 6274"," 6446"," 6485"," 6662"," 6711"," 7333"," 7787"," 6298"," 7828"," 9120"," 10183"," 10125"," 10177"," 10727"," 9472"," 9152"," 8774"," 8992"," 9464"," 9928"," 9265"," 9763"," 9258"," 9154"," 9646"," 9702"," 9069"," 9417"," 9613"," 8885"," 6108"," 6384"," 4591"," 2228"," 2225"," 2154"," 1038"," 654"," 242"," 272"," 187"," 64"," 0"," 0"," 0"
"2023F","NY","CLGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 2899"," 2804"," 2826"," 2813"," 2704"," 2507"," 2499"," 2130"," 1747"," 1640"," 1632"," 1337"," 520"," 445"," 0"," 0"
"2023F","NY","CLHCK"," 24.7"," 24.808"," 24.647"," 24.218"," 24.241"," 24.36"," 24.243"," 23.643"," 23.455"," 23.313"," 23.496"," 23.563"," 23.403"," 22.771"," 22.479"," 22.574"," 22.745"," 23.96"," 24.166"," 24.168"," 23.337"," 23.961"," 24.459"," 24.605"," 24.808"," 23.819"," 24.538"," 25.505"," 25.278"," 25.781"," 24.856"," 25.013"," 24.739"," 24.383"," 25.047"," 24.958"," 24.828"," 24.838"," 25.45"," 25.51"," 25.311"," 24.846"," 25.094"," 25.202"," 24.992"," 25.01"," 24.86"," 24.918"," 25.253"," 25.363"," 25.374"," 24.6"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","CLICB"," 311870"," 290813"," 292161"," 305972"," 354544"," 360090"," 357848"," 347013"," 327803"," 308881"," 308435"," 222790"," 195625"," 214619"," 207053"," 155540"," 208884"," 167581"," 136579"," 153998"," 146547"," 138721"," 108294"," 90853"," 103649"," 94802"," 81715"," 84652"," 91460"," 94364"," 82605"," 82202"," 71263"," 76159"," 75059"," 72429"," 72455"," 72724"," 75147"," 71589"," 73490"," 63091"," 45174"," 41943"," 38883"," 39850"," 37069"," 34568"," 31626"," 23574"," 25445"," 25886"," 24171"," 21555"," 18713"," 19284"," 14048"," 13283"," 9726"," 8889"," 4034"," 5370"," 6143"," 4823"
"2023F","NY","CLICP"," 11947"," 11154"," 11199"," 11761"," 13596"," 13811"," 13782"," 13424"," 12712"," 12013"," 12125"," 8830"," 7732"," 8324"," 8014"," 6125"," 8108"," 6537"," 5355"," 6003"," 5699"," 5420"," 4232"," 3575"," 4073"," 3723"," 3169"," 3272"," 3528"," 3649"," 3199"," 3185"," 2758"," 2947"," 2893"," 2791"," 2799"," 2804"," 2878"," 2742"," 2747"," 2411"," 1708"," 1583"," 1472"," 1510"," 1422"," 1313"," 1205"," 902"," 979"," 1008"," 909"," 816"," 714"," 723"," 521"," 496"," 364"," 349"," 158"," 211"," 241"," 191"
"2023F","NY","CLKCB"," 116377"," 103469"," 112144"," 110631"," 153549"," 168352"," 161575"," 158576"," 140221"," 149205"," 165319"," 116783"," 111046"," 153207"," 154841"," 92554"," 138562"," 101917"," 75542"," 87730"," 82893"," 74156"," 48856"," 28758"," 36284"," 31035"," 32942"," 38833"," 45131"," 44365"," 36303"," 32840"," 30766"," 33312"," 35765"," 37064"," 36200"," 35383"," 35482"," 33495"," 30697"," 22000"," 15187"," 13255"," 8363"," 8731"," 8321"," 7795"," 7208"," 4422"," 4931"," 5261"," 4908"," 4523"," 3559"," 4369"," 3258"," 3214"," 2415"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","CLKCK"," 26.779"," 26.781"," 26.775"," 26.766"," 26.774"," 26.777"," 26.774"," 26.766"," 26.759"," 26.759"," 26.77"," 26.764"," 26.755"," 26.761"," 26.76"," 26.75"," 26.764"," 26.769"," 26.769"," 26.768"," 26.775"," 26.8"," 26.8"," 26.8"," 26.799"," 26.8"," 26.796"," 26.8"," 26.8"," 26.802"," 26.792"," 26.797"," 26.8"," 26.8"," 26.8"," 26.8"," 26.8"," 26.8"," 27.425"," 27.425"," 27.425"," 27.426"," 27.425"," 27.426"," 27.425"," 26.46"," 26.563"," 26.604"," 26.503"," 26.753"," 26.381"," 26.403"," 30.47"," 29.673"," 29.72"," 29.007"," 29.28"," 29.249"," 29.134"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","CLKCP"," 4346"," 3863"," 4188"," 4133"," 5735"," 6287"," 6035"," 5925"," 5240"," 5576"," 6175"," 4363"," 4150"," 5725"," 5786"," 3460"," 5177"," 3807"," 2822"," 3277"," 3096"," 2767"," 1823"," 1073"," 1354"," 1158"," 1229"," 1449"," 1684"," 1655"," 1355"," 1226"," 1148"," 1243"," 1335"," 1383"," 1351"," 1320"," 1294"," 1221"," 1119"," 802"," 554"," 483"," 305"," 330"," 313"," 293"," 272"," 165"," 187"," 199"," 161"," 152"," 120"," 151"," 111"," 110"," 83"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","CLOCB"," 195493"," 187344"," 180017"," 195341"," 200994"," 191738"," 196274"," 188437"," 187582"," 159676"," 143116"," 106007"," 84580"," 61412"," 52212"," 62986"," 70322"," 65663"," 61037"," 66268"," 63654"," 64565"," 59438"," 62095"," 67365"," 63767"," 48772"," 45819"," 46329"," 49998"," 46302"," 49362"," 40497"," 42847"," 39295"," 35364"," 36256"," 37341"," 39665"," 38095"," 42793"," 41091"," 29986"," 28688"," 30520"," 31119"," 28748"," 26773"," 24418"," 19151"," 20514"," 20626"," 19263"," 17032"," 15154"," 14915"," 10790"," 10069"," 7310"," 8889"," 4034"," 5370"," 6143"," 4823"
"2023F","NY","CLOCK"," 25.719"," 25.698"," 25.677"," 25.61"," 25.57"," 25.486"," 25.333"," 25.127"," 25.105"," 24.807"," 24.054"," 23.735"," 23.616"," 23.631"," 23.437"," 23.635"," 23.996"," 24.058"," 24.099"," 24.312"," 24.454"," 24.337"," 24.676"," 24.818"," 24.775"," 24.858"," 25.142"," 25.135"," 25.127"," 25.081"," 25.108"," 25.192"," 25.155"," 25.149"," 25.206"," 25.117"," 25.028"," 25.163"," 25.041"," 25.046"," 26.294"," 25.536"," 25.97"," 26.079"," 26.15"," 26.377"," 25.928"," 26.254"," 26.176"," 25.99"," 25.89"," 25.504"," 25.765"," 25.653"," 25.515"," 26.059"," 26.302"," 26.069"," 26.048"," 25.48"," 25.519"," 25.413"," 25.446"," 25.309"
"2023F","NY","CLOCP"," 7601"," 7290"," 7011"," 7627"," 7860"," 7523"," 7748"," 7499"," 7472"," 6437"," 5950"," 4466"," 3581"," 2599"," 2228"," 2665"," 2931"," 2729"," 2533"," 2726"," 2603"," 2653"," 2409"," 2502"," 2719"," 2565"," 1940"," 1823"," 1844"," 1993"," 1844"," 1959"," 1610"," 1704"," 1559"," 1408"," 1449"," 1484"," 1584"," 1521"," 1627"," 1609"," 1155"," 1100"," 1167"," 1180"," 1109"," 1020"," 933"," 737"," 792"," 809"," 748"," 664"," 594"," 572"," 410"," 386"," 281"," 349"," 158"," 211"," 241"," 191"
"2023F","NY","CLRCB"," 28612"," 26697"," 24600"," 21182"," 19354"," 17912"," 14970"," 12025"," 10953"," 9196"," 8767"," 7173"," 4857"," 4132"," 3416"," 2899"," 2176"," 2367"," 2290"," 1487"," 1754"," 2083"," 2582"," 1535"," 2305"," 2274"," 2619"," 2176"," 1718"," 1619"," 1357"," 1255"," 1225"," 1018"," 695"," 714"," 843"," 694"," 412"," 551"," 283"," 312"," 136"," 276"," 402"," 320"," 313"," 330"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","CLRCP"," 1158"," 1076"," 998"," 875"," 798"," 735"," 618"," 509"," 467"," 394"," 373"," 304"," 208"," 181"," 152"," 128"," 96"," 99"," 95"," 62"," 75"," 87"," 106"," 62"," 93"," 95"," 107"," 85"," 68"," 63"," 55"," 50"," 50"," 42"," 28"," 29"," 34"," 28"," 16"," 22"," 11"," 13"," 5"," 11"," 16"," 13"," 13"," 13"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","CLTCB"," 691728"," 634013"," 620891"," 643946"," 739638"," 755238"," 731385"," 726567"," 700146"," 656531"," 598940"," 435654"," 355384"," 369320"," 374196"," 312508"," 363821"," 336851"," 297344"," 315174"," 313708"," 308653"," 288982"," 268018"," 299885"," 301368"," 253341"," 294305"," 332998"," 363802"," 349779"," 352268"," 355983"," 326194"," 316750"," 305274"," 311795"," 325232"," 337438"," 317998"," 330844"," 306993"," 280584"," 286179"," 276470"," 256879"," 256345"," 258450"," 228985"," 155965"," 167094"," 125181"," 72914"," 68707"," 64655"," 41241"," 29679"," 19553"," 16710"," 13648"," 5681"," 5370"," 6143"," 4823"
"2023F","NY","CLTCP"," 26418"," 24178"," 23636"," 24541"," 28097"," 28736"," 27999"," 27990"," 26987"," 25597"," 23936"," 17593"," 14283"," 14613"," 15146"," 12678"," 14456"," 13519"," 12034"," 12585"," 12503"," 12388"," 11514"," 10676"," 11895"," 11944"," 9931"," 11471"," 12956"," 14131"," 13597"," 13641"," 13760"," 12651"," 12231"," 11785"," 12074"," 12522"," 12952"," 12187"," 12612"," 11783"," 10908"," 11314"," 11335"," 10739"," 10979"," 11058"," 10157"," 7032"," 7367"," 5604"," 3137"," 3041"," 2867"," 1761"," 1175"," 738"," 635"," 536"," 222"," 211"," 241"," 191"
"2023F","NY","CLTXB"," 365654"," 337362"," 335008"," 343617"," 389203"," 392665"," 385151"," 368922"," 348058"," 325804"," 324556"," 237702"," 207107"," 225926"," 217824"," 165228"," 216403"," 176046"," 146535"," 161432"," 154902"," 150292"," 123479"," 100449"," 115780"," 105139"," 93101"," 94114"," 99271"," 102072"," 89391"," 89174"," 78066"," 81816"," 79693"," 77919"," 79483"," 79034"," 78888"," 76181"," 76060"," 65927"," 46304"," 44066"," 42905"," 43852"," 40544"," 37864"," 33336"," 24125"," 25522"," 25996"," 24171"," 21555"," 18713"," 19284"," 14048"," 13283"," 9726"," 8889"," 4034"," 5370"," 6143"," 4823"
"2023F","NY","CLTXP"," 14115"," 13028"," 12936"," 13313"," 15022"," 15146"," 14907"," 14348"," 13574"," 12737"," 12811"," 9462"," 8223"," 8820"," 8493"," 6554"," 8438"," 6890"," 5767"," 6311"," 6057"," 5903"," 4853"," 3965"," 4562"," 4157"," 3633"," 3643"," 3837"," 3948"," 3472"," 3464"," 3033"," 3179"," 3078"," 3011"," 3082"," 3058"," 3025"," 2922"," 2848"," 2525"," 1753"," 1668"," 1633"," 1670"," 1562"," 1445"," 1273"," 924"," 982"," 1012"," 909"," 816"," 714"," 723"," 521"," 496"," 364"," 349"," 158"," 211"," 241"," 191"
"2023F","NY","COICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","COICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","CYCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 41.7"," 43"," 48.2"," 50.4"," 57.8"," 53.4"," 53.9"," 57.7"," 55.4"," 47.4"," 48.8"," 46.5"," 46.9"," 48.7"," 54.6"," 53.7"
"2023F","NY","DAACB"," 51014"," 48208"," 45490"," 50071"," 51794"," 51260"," 55735"," 59317"," 54990"," 60798"," 62055"," 60350"," 60344"," 69557"," 63302"," 61092"," 69779"," 69500"," 67531"," 69934"," 60053"," 55003"," 58893"," 57887"," 61535"," 80058"," 89394"," 99708"," 108414"," 106652"," 126401"," 115496"," 115945"," 121927"," 125163"," 124057"," 127002"," 132924"," 125445"," 139821"," 134095"," 136863"," 137565"," 182898"," 208922"," 166074"," 170539"," 168581"," 158863"," 159824"," 163105"," 164578"," 159082"," 152032"," 161589"," 168963"," 180801"," 182194"," 194317"," 181414"," 168532"," 192287"," 217356"," 213775"
"2023F","NY","DAACP"," 8758"," 8276"," 7810"," 8596"," 8892"," 8800"," 9568"," 10183"," 9440"," 10438"," 10653"," 10361"," 10359"," 11941"," 10867"," 10488"," 11979"," 11931"," 11593"," 12006"," 10309"," 9443"," 10110"," 9938"," 10564"," 13744"," 15347"," 17117"," 18612"," 18309"," 21700"," 19828"," 19905"," 20932"," 21506"," 21316"," 21822"," 22839"," 21558"," 24028"," 23044"," 23520"," 23641"," 31431"," 35910"," 28545"," 29388"," 29146"," 27485"," 27670"," 28245"," 28534"," 27591"," 26395"," 28052"," 29331"," 31420"," 31659"," 33748"," 31501"," 29277"," 33387"," 37735"," 37137"
"2023F","NY","DACCB"," 88684"," 95248"," 106134"," 106218"," 104888"," 113744"," 110311"," 115008"," 118413"," 118345"," 118689"," 117185"," 121618"," 123016"," 113782"," 110474"," 121516"," 122174"," 121939"," 87754"," 84414"," 73383"," 79209"," 69481"," 81719"," 76980"," 106962"," 98348"," 98167"," 100188"," 89791"," 86020"," 94139"," 93956"," 94473"," 91436"," 90391"," 83439"," 69330"," 81153"," 88028"," 98138"," 87469"," 115109"," 115819"," 105227"," 90538"," 84479"," 77725"," 69682"," 58038"," 59489"," 49609"," 53200"," 48639"," 55559"," 46684"," 45754"," 46700"," 48148"," 37048"," 49628"," 49830"," 48567"
"2023F","NY","DACCP"," 15225"," 16352"," 18220"," 18235"," 18007"," 19527"," 18937"," 19744"," 20328"," 20317"," 20376"," 20118"," 20879"," 21119"," 19533"," 18965"," 20861"," 20974"," 20934"," 15065"," 14492"," 12598"," 13598"," 11928"," 14029"," 13215"," 18363"," 16884"," 16853"," 17200"," 15415"," 14767"," 16161"," 16130"," 16232"," 15711"," 15531"," 14337"," 11914"," 13946"," 15128"," 16865"," 15032"," 19782"," 19907"," 18086"," 15602"," 14606"," 13447"," 12062"," 10050"," 10310"," 8602"," 9223"," 8434"," 9634"," 8095"," 7935"," 8111"," 8364"," 6437"," 8622"," 8662"," 8446"
"2023F","NY","DAEIB"," 3148"," 4069"," 4874"," 5281"," 5439"," 6841"," 8959"," 9476"," 10633"," 13253"," 18287"," 42305"," 50982"," 42287"," 27537"," 22935"," 18321"," 14250"," 6103"," 4856"," 4246"," 5270"," 3744"," 3512"," 4734"," 4780"," 7860"," 8399"," 12595"," 21180"," 6376"," 5722"," 2909"," 5258"," 13388"," 9470"," 7381"," 9128"," 8089"," 12844"," 13688"," 17512"," 12972"," 14021"," 10122"," 9160"," 3607"," 7936"," 4677"," 4253"," 3679"," 1910"," 2261"," 2898"," 4799"," 4813"," 1981"," 1518"," 4548"," 2197"," 1034"," 1201"," 6102"," 922"
"2023F","NY","DAEIP"," 540"," 698"," 837"," 907"," 934"," 1174"," 1538"," 1627"," 1825"," 2275"," 3139"," 7263"," 8752"," 7260"," 4727"," 3937"," 3145"," 2446"," 1048"," 834"," 729"," 905"," 643"," 603"," 813"," 821"," 1349"," 1442"," 2162"," 3636"," 1095"," 982"," 499"," 903"," 2300"," 1627"," 1268"," 1568"," 1390"," 2207"," 2352"," 3010"," 2229"," 2410"," 1740"," 1574"," 622"," 1372"," 809"," 736"," 637"," 331"," 392"," 503"," 833"," 835"," 344"," 264"," 790"," 382"," 180"," 208"," 1058"," 160"
"2023F","NY","DAICB"," 75317"," 78419"," 87058"," 86820"," 85933"," 98497"," 95329"," 98179"," 96843"," 99207"," 97921"," 97677"," 103716"," 107024"," 97350"," 91807"," 102196"," 106148"," 106037"," 103166"," 54400"," 35704"," 35562"," 28443"," 33453"," 31324"," 20440"," 25722"," 24710"," 24903"," 23724"," 20517"," 21109"," 25145"," 19853"," 17872"," 17769"," 17006"," 17550"," 20022"," 19116"," 17345"," 16812"," 17746"," 20252"," 19610"," 20095"," 20965"," 19705"," 16930"," 13135"," 16207"," 14428"," 13105"," 11533"," 11701"," 10778"," 10961"," 11248"," 14651"," 13410"," 11754"," 11882"," 11597"
"2023F","NY","DAICP"," 12930"," 13463"," 14946"," 14905"," 14752"," 16909"," 16365"," 16855"," 16625"," 17031"," 16810"," 16769"," 17805"," 18373"," 16712"," 15761"," 17544"," 18223"," 18204"," 17711"," 9339"," 6129"," 6105"," 4883"," 5743"," 5378"," 3509"," 4416"," 4242"," 4275"," 4073"," 3522"," 3624"," 4317"," 3411"," 3071"," 3053"," 2922"," 3016"," 3441"," 3285"," 2981"," 2889"," 3050"," 3481"," 3371"," 3463"," 3625"," 3409"," 2931"," 2274"," 2809"," 2502"," 2274"," 2001"," 2031"," 1872"," 1904"," 1953"," 2544"," 2330"," 2039"," 2061"," 2012"
"2023F","NY","DARCB"," 261701"," 281071"," 313197"," 313443"," 309521"," 335652"," 325521"," 339382"," 349432"," 349231"," 350247"," 345806"," 358890"," 363014"," 335766"," 326003"," 358589"," 360530"," 359837"," 258953"," 219542"," 204140"," 184420"," 171278"," 201447"," 201592"," 221210"," 240990"," 242893"," 225255"," 183602"," 168711"," 189622"," 178348"," 173253"," 166594"," 175995"," 170915"," 155002"," 164950"," 205000"," 212407"," 191404"," 202941"," 199339"," 203942"," 155503"," 174107"," 162643"," 119904"," 114236"," 106482"," 126543"," 104975"," 113511"," 121921"," 89455"," 83718"," 107641"," 105631"," 77671"," 104156"," 105944"," 103317"
"2023F","NY","DARCP"," 44927"," 48253"," 53768"," 53810"," 53137"," 57623"," 55883"," 58263"," 59988"," 59954"," 60128"," 59366"," 61612"," 62320"," 57642"," 55966"," 61560"," 61894"," 61775"," 44455"," 37690"," 35045"," 31660"," 29404"," 34583"," 34608"," 37976"," 41372"," 41698"," 38670"," 31520"," 28963"," 32553"," 30618"," 29769"," 28624"," 30240"," 29367"," 26637"," 28347"," 35229"," 36502"," 32893"," 34876"," 34262"," 35054"," 26797"," 30101"," 28139"," 20755"," 19781"," 18454"," 21943"," 18199"," 19682"," 21140"," 15511"," 14519"," 18696"," 18350"," 13495"," 18096"," 18416"," 17968"
"2023F","NY","DATCB"," 479863"," 507015"," 556754"," 561832"," 557576"," 605994"," 595854"," 621362"," 630311"," 640834"," 647199"," 663322"," 695549"," 704898"," 637738"," 612311"," 670401"," 672603"," 661447"," 524663"," 422655"," 373499"," 361827"," 330602"," 382889"," 394735"," 445867"," 473167"," 486780"," 478178"," 429894"," 396465"," 423724"," 424633"," 426129"," 409429"," 418538"," 413412"," 375416"," 418790"," 459928"," 482265"," 446223"," 532716"," 554455"," 504013"," 440282"," 456068"," 423613"," 370592"," 352192"," 348666"," 351923"," 326209"," 340070"," 362958"," 329699"," 324145"," 364453"," 352041"," 297695"," 359027"," 391113"," 378178"
