"Data_Status","State","MSN","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"2023F","NY","LUTCB"," 14021"," 13646"," 13386"," 13382"," 14053"," 13471"," 13994"," 13018"," 14299"," 13093"," 13338"," 13574"," 14535"," 12511"," 11982"," 11814"," 13124"," 12676"," 13612"," 14244"," 12684"," 12164"," 11093"," 11614"," 12385"," 11542"," 11286"," 12759"," 12304"," 12620"," 12987"," 11619"," 11846"," 12062"," 12607"," 12391"," 12025"," 12703"," 13298"," 13437"," 13236"," 12127"," 11983"," 11079"," 11224"," 11165"," 10878"," 11233"," 10429"," 9376"," 11240"," 9714"," 8846"," 9146"," 9865"," 10365"," 10070"," 9182"," 8682"," 8186"," 7315"," 7757"," 8243"," 6008"
"2023F","NY","LUTCP"," 2312"," 2250"," 2207"," 2206"," 2317"," 2221"," 2307"," 2146"," 2358"," 2159"," 2199"," 2238"," 2397"," 2063"," 1976"," 1948"," 2164"," 2090"," 2244"," 2349"," 2091"," 2006"," 1829"," 1915"," 2042"," 1903"," 1861"," 2104"," 2029"," 2081"," 2141"," 1916"," 1953"," 1989"," 2079"," 2043"," 1983"," 2094"," 2193"," 2216"," 2182"," 1999"," 1976"," 1827"," 1851"," 1841"," 1794"," 1852"," 1720"," 1546"," 1853"," 1602"," 1459"," 1508"," 1627"," 1709"," 1660"," 1514"," 1431"," 1350"," 1206"," 1279"," 1359"," 991"
"2023F","NY","LUTXB"," 14021"," 13646"," 13386"," 13382"," 14053"," 13471"," 13994"," 13018"," 14299"," 13093"," 13338"," 13574"," 14535"," 12511"," 11982"," 11814"," 13124"," 12676"," 13612"," 14244"," 12684"," 12164"," 11093"," 11614"," 12385"," 11542"," 11286"," 12759"," 12304"," 12620"," 12987"," 11619"," 11846"," 12062"," 12607"," 12391"," 12025"," 12703"," 13298"," 13437"," 13236"," 12127"," 11983"," 11079"," 11224"," 11165"," 10878"," 11233"," 10429"," 9376"," 11240"," 9714"," 8846"," 9146"," 9865"," 10365"," 10070"," 9182"," 8682"," 8186"," 7315"," 7757"," 8243"," 6008"
"2023F","NY","LUTXP"," 2312"," 2250"," 2207"," 2206"," 2317"," 2221"," 2307"," 2146"," 2358"," 2159"," 2199"," 2238"," 2397"," 2063"," 1976"," 1948"," 2164"," 2090"," 2244"," 2349"," 2091"," 2006"," 1829"," 1915"," 2042"," 1903"," 1861"," 2104"," 2029"," 2081"," 2141"," 1916"," 1953"," 1989"," 2079"," 2043"," 1983"," 2094"," 2193"," 2216"," 2182"," 1999"," 1976"," 1827"," 1851"," 1841"," 1794"," 1852"," 1720"," 1546"," 1853"," 1602"," 1459"," 1508"," 1627"," 1709"," 1660"," 1514"," 1431"," 1350"," 1206"," 1279"," 1359"," 991"
"2023F","NY","MBICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","-1537","-570","-406"," 0"," 0"," 0","-358","-164"," 158"," 150"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","MBICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","-293","-109","-77"," 0"," 0"," 0","-68","-31"," 30"," 29"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","MGACB"," 481706"," 488713"," 511635"," 524118"," 533539"," 549939"," 573942"," 586910"," 610371"," 652407"," 663995"," 697711"," 715995"," 741709"," 689245"," 687868"," 740588"," 725976"," 744529"," 707553"," 655850"," 653633"," 671203"," 658412"," 586043"," 699672"," 702275"," 736780"," 672049"," 686804"," 718791"," 690760"," 668563"," 680965"," 662012"," 683254"," 675684"," 674333"," 677570"," 689375"," 684960"," 685306"," 695755"," 704737"," 701714"," 700432"," 711949"," 702981"," 685255"," 682440"," 686939"," 652968"," 635083"," 632530"," 655932"," 627516"," 652057"," 659778"," 666515"," 656535"," 539064"," 596787"," 581648"," 598528"
"2023F","NY","MGACP"," 91701"," 93035"," 97399"," 99775"," 101568"," 104690"," 109260"," 111729"," 116195"," 124197"," 126403"," 132821"," 136302"," 141197"," 131210"," 130948"," 140984"," 138202"," 141734"," 134695"," 124853"," 124431"," 127775"," 125340"," 111563"," 133195"," 133690"," 140259"," 127936"," 130745"," 136834"," 131498"," 127273"," 130528"," 126968"," 131294"," 129665"," 129555"," 130227"," 132521"," 131698"," 131764"," 133825"," 135605"," 135049"," 134906"," 137309"," 136714"," 134206"," 134075"," 135571"," 128969"," 125461"," 125006"," 129656"," 124089"," 128992"," 130571"," 131879"," 129955"," 106703"," 118176"," 115201"," 118544"
"2023F","NY","MGCCB"," 3343"," 3588"," 3607"," 4001"," 4194"," 4348"," 4538"," 4889"," 4600"," 5222"," 5529"," 5740"," 6005"," 5853"," 5856"," 6105"," 5916"," 5786"," 5963"," 6127"," 5435"," 6009"," 5490"," 5118"," 5635"," 10041"," 9749"," 7204"," 5797"," 7082"," 6307"," 3760"," 3580"," 1031"," 938"," 1080"," 1044"," 1015"," 1103"," 1042"," 1051"," 1135"," 4446"," 1525"," 1021"," 1220"," 1473"," 1354"," 1065"," 1078"," 914"," 942"," 882"," 957"," 976"," 15688"," 15571"," 15511"," 15488"," 15599"," 15726"," 15885"," 19296"," 16330"
"2023F","NY","MGCCP"," 636"," 683"," 687"," 762"," 798"," 828"," 864"," 931"," 876"," 994"," 1052"," 1093"," 1143"," 1114"," 1115"," 1162"," 1126"," 1102"," 1135"," 1166"," 1035"," 1144"," 1045"," 974"," 1073"," 1911"," 1856"," 1371"," 1104"," 1348"," 1201"," 716"," 681"," 198"," 180"," 208"," 200"," 195"," 212"," 200"," 202"," 218"," 855"," 293"," 197"," 235"," 284"," 263"," 209"," 212"," 180"," 186"," 174"," 189"," 193"," 3102"," 3080"," 3070"," 3064"," 3088"," 3113"," 3146"," 3822"," 3234"
"2023F","NY","MGICB"," 17696"," 17649"," 14427"," 15098"," 17841"," 19477"," 18323"," 15532"," 14066"," 18998"," 17236"," 16206"," 18482"," 14640"," 10601"," 7098"," 7084"," 9347"," 10800"," 6416"," 8063"," 21827"," 5499"," 4357"," 3221"," 6430"," 6578"," 6761"," 7405"," 7299"," 6016"," 5764"," 5829"," 5135"," 5628"," 5859"," 5804"," 6108"," 5361"," 4678"," 4840"," 9057"," 10313"," 10977"," 11146"," 11493"," 12581"," 11125"," 8633"," 8320"," 11836"," 7917"," 11473"," 11465"," 10591"," 13745"," 13781"," 14010"," 14224"," 14294"," 14448"," 14438"," 14894"," 15108"
"2023F","NY","MGICP"," 3369"," 3360"," 2747"," 2874"," 3396"," 3708"," 3488"," 2957"," 2678"," 3617"," 3281"," 3085"," 3518"," 2787"," 2018"," 1351"," 1349"," 1779"," 2056"," 1221"," 1535"," 4155"," 1047"," 829"," 613"," 1224"," 1252"," 1287"," 1410"," 1389"," 1145"," 1097"," 1110"," 984"," 1079"," 1126"," 1114"," 1173"," 1030"," 899"," 931"," 1741"," 1984"," 2112"," 2145"," 2214"," 2426"," 2164"," 1691"," 1635"," 2336"," 1564"," 2267"," 2266"," 2094"," 2718"," 2726"," 2773"," 2814"," 2829"," 2860"," 2859"," 2950"," 2992"
"2023F","NY","MGTCB"," 502745"," 509951"," 529670"," 543217"," 555574"," 573764"," 596803"," 607330"," 629037"," 676627"," 686759"," 719657"," 740481"," 762203"," 705701"," 701071"," 753588"," 741109"," 761292"," 720097"," 669348"," 681470"," 682192"," 667887"," 594899"," 716143"," 718602"," 750746"," 685251"," 701185"," 731114"," 700285"," 677971"," 687131"," 668578"," 690193"," 682531"," 681456"," 684033"," 695095"," 690852"," 695498"," 710514"," 717239"," 713882"," 713146"," 726002"," 715460"," 694953"," 691837"," 699688"," 661827"," 647438"," 644952"," 667499"," 656949"," 681408"," 689298"," 696227"," 686428"," 569237"," 627110"," 615838"," 629966"
"2023F","NY","MGTCP"," 95706"," 97078"," 100832"," 103411"," 105763"," 109226"," 113612"," 115616"," 119748"," 128808"," 130737"," 136999"," 140964"," 145099"," 134343"," 133461"," 143459"," 141083"," 144925"," 137083"," 127422"," 129730"," 129867"," 127144"," 113249"," 136330"," 136798"," 142918"," 130449"," 133483"," 139180"," 133311"," 129064"," 131710"," 128228"," 132627"," 130979"," 130923"," 131469"," 133621"," 132831"," 133724"," 136664"," 138010"," 137391"," 137355"," 140020"," 139140"," 136105"," 135921"," 138087"," 130718"," 127902"," 127461"," 131943"," 129909"," 134799"," 136414"," 137758"," 135872"," 112676"," 124180"," 121972"," 124770"
"2023F","NY","MGTXB"," 502745"," 509951"," 529670"," 543217"," 555574"," 573764"," 596803"," 607330"," 629037"," 676627"," 686759"," 719657"," 740481"," 762203"," 705701"," 701071"," 753588"," 741109"," 761292"," 720097"," 669348"," 681470"," 682192"," 667887"," 594899"," 716143"," 718602"," 750746"," 685251"," 701185"," 731114"," 700285"," 677971"," 687131"," 668578"," 690193"," 682531"," 681456"," 684033"," 695095"," 690852"," 695498"," 710514"," 717239"," 713882"," 713146"," 726002"," 715460"," 694953"," 691837"," 699688"," 661827"," 647438"," 644952"," 667499"," 656949"," 681408"," 689298"," 696227"," 686428"," 569237"," 627110"," 615838"," 629966"
"2023F","NY","MGTXP"," 95706"," 97078"," 100832"," 103411"," 105763"," 109226"," 113612"," 115616"," 119748"," 128808"," 130737"," 136999"," 140964"," 145099"," 134343"," 133461"," 143459"," 141083"," 144925"," 137083"," 127422"," 129730"," 129867"," 127144"," 113249"," 136330"," 136798"," 142918"," 130449"," 133483"," 139180"," 133311"," 129064"," 131710"," 128228"," 132627"," 130979"," 130923"," 131469"," 133621"," 132831"," 133724"," 136664"," 138010"," 137391"," 137355"," 140020"," 139140"," 136105"," 135921"," 138087"," 130718"," 127902"," 127461"," 131943"," 129909"," 134799"," 136414"," 137758"," 135872"," 112676"," 124180"," 121972"," 124770"
"2023F","NY","MMACB"," 481706"," 488713"," 511635"," 524118"," 533539"," 549939"," 573942"," 586910"," 610371"," 652407"," 663995"," 697711"," 715995"," 741709"," 689245"," 687868"," 740588"," 725976"," 744529"," 707553"," 655850"," 653633"," 671203"," 658412"," 586043"," 699672"," 702275"," 736780"," 672049"," 686804"," 718791"," 690760"," 668563"," 680680"," 661309"," 681008"," 673790"," 672509"," 676215"," 688203"," 683665"," 684940"," 695431"," 702865"," 677770"," 692524"," 691350"," 677032"," 651174"," 641386"," 641037"," 609317"," 592076"," 589109"," 611141"," 584817"," 607422"," 613883"," 619789"," 610123"," 500844"," 554091"," 539869"," 555651"
"2023F","NY","MMCCB"," 3343"," 3588"," 3607"," 4001"," 4194"," 4348"," 4538"," 4889"," 4600"," 5222"," 5529"," 5740"," 6005"," 5853"," 5856"," 6105"," 5916"," 5786"," 5963"," 6127"," 5435"," 6009"," 5490"," 5118"," 5635"," 10041"," 9749"," 7204"," 5797"," 7082"," 6307"," 3760"," 3580"," 1030"," 937"," 1076"," 1041"," 1012"," 1100"," 1040"," 1049"," 1134"," 4444"," 1521"," 986"," 1206"," 1430"," 1304"," 1012"," 1013"," 853"," 879"," 822"," 892"," 909"," 14621"," 14505"," 14432"," 14402"," 14496"," 14611"," 14749"," 17910"," 15160"
"2023F","NY","MMICB"," 17696"," 17649"," 14427"," 15098"," 17841"," 19477"," 18323"," 15532"," 14066"," 18998"," 17236"," 16206"," 18482"," 14640"," 10601"," 7098"," 7084"," 9347"," 10800"," 6416"," 8063"," 21827"," 5499"," 4357"," 3221"," 6430"," 6578"," 6761"," 7405"," 7299"," 6016"," 5764"," 5829"," 5133"," 5622"," 5839"," 5788"," 6091"," 5350"," 4670"," 4831"," 9052"," 10308"," 10948"," 10766"," 11364"," 12217"," 10715"," 8204"," 7819"," 11045"," 7388"," 10696"," 10678"," 9868"," 12809"," 12837"," 13035"," 13227"," 13284"," 13423"," 13405"," 13824"," 14026"
"2023F","NY","MMTCB"," 502745"," 509951"," 529670"," 543217"," 555574"," 573764"," 596803"," 607330"," 629037"," 676627"," 686759"," 719657"," 740481"," 762203"," 705701"," 701071"," 753588"," 741109"," 761292"," 720097"," 669348"," 681470"," 682192"," 667887"," 594899"," 716143"," 718602"," 750746"," 685251"," 701185"," 731114"," 700285"," 677971"," 686843"," 667868"," 687924"," 680618"," 679612"," 682665"," 693914"," 689545"," 695126"," 710183"," 715334"," 689522"," 705094"," 704997"," 689050"," 660389"," 650219"," 652935"," 617583"," 603595"," 600679"," 621918"," 612247"," 634765"," 641350"," 647417"," 637902"," 528878"," 582245"," 571603"," 584837"
"2023F","NY","MSICB"," 4307"," 4809"," 5278"," 2794"," 2794"," 2726"," 3381"," 3158"," 3523"," 3281"," 2931"," 2749"," 2817"," 3489"," 4471"," 6022"," 5911"," 6686"," 5816"," 5383"," 5104"," 4438"," 3890"," 3487"," 2994"," 3015"," 3117"," 3130"," 3796"," 3492"," 3142"," 3302"," 2165"," 2049"," 2290"," 2101"," 5401"," 5930"," 7219"," 6789"," 7232"," 1722"," 1850"," 1736"," 1563"," 1555"," 1355"," 1329"," 1415"," 1512"," 1581"," 1641"," 1609"," 1518"," 1621"," 1676"," 1697"," 2185"," 2175"," 1980"," 1875"," 1877"," 2622"," 2520"
"2023F","NY","MSICP"," 743"," 830"," 911"," 482"," 482"," 470"," 583"," 545"," 608"," 566"," 506"," 474"," 486"," 602"," 771"," 1039"," 1020"," 1154"," 1004"," 929"," 881"," 766"," 671"," 602"," 517"," 520"," 538"," 540"," 655"," 603"," 542"," 570"," 373"," 354"," 395"," 363"," 932"," 1023"," 1245"," 1171"," 1248"," 297"," 319"," 300"," 270"," 268"," 234"," 229"," 244"," 261"," 273"," 283"," 278"," 262"," 280"," 289"," 293"," 377"," 375"," 342"," 324"," 324"," 452"," 435"
"2023F","NY","NAICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","NAICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","NGACB"," 2365"," 2486"," 2775"," 3002"," 2875"," 3395"," 3744"," 6883"," 3394"," 2755"," 3248"," 3489"," 3469"," 3117"," 3085"," 2960"," 3022"," 2689"," 3435"," 3399"," 3608"," 3929"," 4196"," 3379"," 5053"," 3646"," 3456"," 6777"," 4893"," 5440"," 4873"," 5173"," 6183"," 6434"," 6388"," 8594"," 8382"," 7749"," 8168"," 8818"," 8516"," 6210"," 9165"," 8574"," 8932"," 13112"," 14546"," 15955"," 16319"," 15805"," 19150"," 23307"," 22156"," 20833"," 34463"," 36242"," 28620"," 26748"," 28342"," 31796"," 28542"," 37866"," 44048"," 40096"
"2023F","NY","NGACP"," 2285"," 2402"," 2681"," 2923"," 2799"," 3309"," 3663"," 6728"," 3324"," 2698"," 3181"," 3417"," 3401"," 3026"," 3016"," 2917"," 2981"," 2660"," 3395"," 3354"," 3528"," 3861"," 4109"," 3293"," 4928"," 3549"," 3364"," 6580"," 4757"," 5292"," 4735"," 5036"," 6008"," 6251"," 6212"," 8335"," 8161"," 7545"," 7934"," 8574"," 8250"," 6008"," 8942"," 8342"," 8694"," 12775"," 14233"," 15581"," 15973"," 15470"," 18711"," 22702"," 21464"," 20134"," 33349"," 35091"," 27739"," 25906"," 27442"," 30802"," 27613"," 36688"," 42674"," 38847"
"2023F","NY","NGCCB"," 65213"," 73332"," 76754"," 83617"," 83333"," 88790"," 120446"," 124857"," 125466"," 130976"," 142427"," 148513"," 150259"," 147034"," 139432"," 130166"," 145525"," 132322"," 144684"," 145448"," 165497"," 170182"," 168291"," 165987"," 174685"," 170006"," 172098"," 172193"," 193404"," 201859"," 200703"," 205021"," 223575"," 227176"," 229568"," 238543"," 259905"," 329539"," 345255"," 370435"," 377693"," 358876"," 371263"," 348799"," 368891"," 282994"," 265681"," 291865"," 296435"," 286839"," 294137"," 298879"," 278947"," 311216"," 330862"," 321411"," 312179"," 320411"," 341037"," 333194"," 298641"," 307359"," 313683"," 305325"
"2023F","NY","NGCCP"," 63008"," 70852"," 74158"," 81419"," 81142"," 86540"," 117853"," 122050"," 122885"," 128282"," 139498"," 145458"," 147326"," 142736"," 136332"," 128273"," 143530"," 130898"," 142988"," 143512"," 161813"," 167253"," 164784"," 161770"," 170365"," 165498"," 167503"," 167178"," 188037"," 196380"," 194990"," 199598"," 217214"," 220729"," 223256"," 231352"," 253075"," 320862"," 335343"," 360188"," 365879"," 347253"," 362247"," 339371"," 359070"," 275721"," 259972"," 285030"," 290150"," 280763"," 287389"," 291118"," 270232"," 300776"," 320168"," 311207"," 302572"," 310319"," 330213"," 322778"," 288916"," 297800"," 303903"," 295812"
"2023F","NY","NGEIB"," 59843"," 63095"," 71293"," 84315"," 79501"," 76118"," 73178"," 86327"," 104282"," 109513"," 108370"," 100605"," 77201"," 71597"," 39263"," 13953"," 5425"," 4203"," 1258"," 78243"," 128869"," 134683"," 157154"," 140021"," 175218"," 178673"," 138389"," 178527"," 153096"," 188553"," 236776"," 235665"," 261582"," 247591"," 297020"," 440396"," 326937"," 422897"," 386314"," 442966"," 380101"," 364136"," 372540"," 267121"," 264240"," 310587"," 395505"," 416890"," 407253"," 375594"," 433703"," 443569"," 513642"," 469493"," 466028"," 485977"," 486453"," 397383"," 428066"," 390433"," 436794"," 461577"," 490543"," 487029"
"2023F","NY","NGEIK"," 1.035"," 1.035"," 1.035"," 1.027"," 1.027"," 1.026"," 1.022"," 1.023"," 1.021"," 1.021"," 1.021"," 1.021"," 1.03"," 1.029"," 1.027"," 1.025"," 1.025"," 1.028"," 1.029"," 1.03"," 1.036"," 1.032"," 1.03"," 1.031"," 1.033"," 1.035"," 1.036"," 1.03"," 1.031"," 1.033"," 1.032"," 1.03"," 1.028"," 1.028"," 1.027"," 1.022"," 1.023"," 1.024"," 1.024"," 1.024"," 1.018"," 1.019"," 1.019"," 1.025"," 1.022"," 1.021"," 1.019"," 1.021"," 1.02"," 1.02"," 1.019"," 1.022"," 1.029"," 1.03"," 1.029"," 1.031"," 1.03"," 1.031"," 1.03"," 1.031"," 1.032"," 1.032"," 1.032"," 1.032"
"2023F","NY","NGEIP"," 57819"," 60962"," 68882"," 82098"," 77411"," 74189"," 71602"," 84386"," 102137"," 107260"," 106141"," 98536"," 74953"," 69580"," 38231"," 13613"," 5293"," 4089"," 1222"," 75964"," 124391"," 130507"," 152577"," 135811"," 169620"," 172631"," 133580"," 173328"," 148493"," 182529"," 229445"," 228710"," 254415"," 240770"," 289132"," 430886"," 319502"," 413102"," 377087"," 432513"," 373388"," 357409"," 365705"," 260733"," 258650"," 304059"," 388040"," 408260"," 399385"," 368353"," 425488"," 434019"," 499074"," 455846"," 452796"," 471586"," 472427"," 385490"," 415495"," 378567"," 423377"," 447346"," 475487"," 472054"
"2023F","NY","NGGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 16554"," 16882"," 17330"," 18809"," 18545"," 18932"," 20057"," 20696"," 20854"," 20823"," 21761"," 21845"," 22866"," 22919"," 22156"," 22330"
"2023F","NY","NGICB"," 74243"," 63724"," 76725"," 78397"," 85309"," 95323"," 116832"," 63733"," 94154"," 116519"," 117958"," 119512"," 105701"," 128349"," 111358"," 106241"," 105628"," 99519"," 92210"," 89222"," 116400"," 124166"," 113126"," 100119"," 110579"," 103618"," 90047"," 99968"," 94287"," 100187"," 105117"," 123278"," 152833"," 146524"," 166305"," 221206"," 221398"," 212108"," 177783"," 105175"," 100233"," 87898"," 95443"," 85843"," 81061"," 83635"," 80185"," 79799"," 82400"," 74754"," 77834"," 77677"," 76960"," 82933"," 87403"," 86068"," 83640"," 85730"," 94603"," 93426"," 89469"," 92771"," 91987"," 87581"
"2023F","NY","NGICP"," 71733"," 61569"," 74131"," 76336"," 83066"," 92908"," 114317"," 62300"," 92217"," 114122"," 115532"," 117054"," 103638"," 124597"," 108882"," 104696"," 104180"," 98448"," 91129"," 88034"," 113809"," 122029"," 110769"," 97575"," 107844"," 100870"," 87643"," 97056"," 91671"," 97468"," 102125"," 120017"," 148485"," 142366"," 161733"," 214539"," 215580"," 206524"," 172679"," 102265"," 97097"," 85051"," 93125"," 83523"," 78903"," 81485"," 78462"," 77930"," 80653"," 73171"," 76048"," 75660"," 74556"," 80151"," 84578"," 83335"," 81066"," 83030"," 91600"," 90505"," 86556"," 89886"," 89119"," 84852"
"2023F","NY","NGRCB"," 232462"," 247992"," 263508"," 271381"," 276873"," 295031"," 331486"," 320870"," 325987"," 338284"," 353810"," 359479"," 370648"," 352924"," 348787"," 332216"," 344674"," 329146"," 334893"," 317250"," 341505"," 342711"," 350329"," 330342"," 345806"," 328792"," 345948"," 344450"," 367456"," 374888"," 347891"," 348100"," 389777"," 395439"," 396303"," 386660"," 414148"," 385799"," 349548"," 381258"," 413147"," 388767"," 378814"," 421029"," 403479"," 416890"," 364281"," 409857"," 402734"," 413629"," 399660"," 404324"," 369245"," 430809"," 473621"," 466993"," 425563"," 446633"," 501614"," 488901"," 451836"," 459867"," 464315"," 428171"
"2023F","NY","NGRCP"," 224601"," 239606"," 254597"," 264246"," 269594"," 287555"," 324350"," 313656"," 319282"," 331326"," 346533"," 352085"," 363412"," 342608"," 341032"," 327384"," 339949"," 325603"," 330968"," 313027"," 333902"," 336813"," 343029"," 321949"," 337253"," 320073"," 336712"," 334417"," 357260"," 364713"," 337988"," 338892"," 378689"," 384216"," 385408"," 375005"," 403264"," 375641"," 339512"," 370711"," 400224"," 376176"," 369614"," 409649"," 392738"," 406175"," 356453"," 400259"," 394196"," 404868"," 390491"," 393825"," 357709"," 416357"," 458313"," 452166"," 412467"," 432566"," 485693"," 473617"," 437122"," 445564"," 449840"," 414830"
"2023F","NY","NGTCB"," 434127"," 450630"," 491055"," 520712"," 527890"," 558658"," 645684"," 602670"," 653282"," 698046"," 725813"," 731597"," 707277"," 703023"," 641925"," 585536"," 604276"," 567877"," 576482"," 633562"," 755879"," 775672"," 793099"," 739849"," 811341"," 784737"," 749938"," 801915"," 813134"," 870928"," 895361"," 917236"," 1033951"," 1023167"," 1095583"," 1295400"," 1230771"," 1358091"," 1267065"," 1308656"," 1279693"," 1205883"," 1227224"," 1131362"," 1126605"," 1107220"," 1120200"," 1214362"," 1205144"," 1166620"," 1224485"," 1247757"," 1260950"," 1315282"," 1392378"," 1396693"," 1336455"," 1276905"," 1393657"," 1337750"," 1305282"," 1359437"," 1404576"," 1348200"
"2023F","NY","NGTCK"," 1.035"," 1.035"," 1.035"," 1.027"," 1.027"," 1.026"," 1.022"," 1.023"," 1.021"," 1.021"," 1.021"," 1.021"," 1.021"," 1.03"," 1.023"," 1.015"," 1.014"," 1.011"," 1.012"," 1.016"," 1.025"," 1.02"," 1.023"," 1.027"," 1.027"," 1.029"," 1.029"," 1.03"," 1.029"," 1.029"," 1.03"," 1.028"," 1.029"," 1.029"," 1.028"," 1.028"," 1.026"," 1.026"," 1.028"," 1.027"," 1.028"," 1.029"," 1.023"," 1.027"," 1.026"," 1.025"," 1.021"," 1.023"," 1.021"," 1.021"," 1.022"," 1.025"," 1.031"," 1.033"," 1.032"," 1.032"," 1.031"," 1.032"," 1.032"," 1.032"," 1.033"," 1.032"," 1.032"," 1.032"
"2023F","NY","NGTCP"," 419446"," 435391"," 474449"," 507022"," 514012"," 544501"," 631785"," 589120"," 639845"," 683688"," 710885"," 716550"," 692730"," 682547"," 627493"," 576883"," 595933"," 561698"," 569702"," 623891"," 737443"," 760463"," 775268"," 720398"," 790010"," 762621"," 728802"," 778559"," 790218"," 846382"," 869282"," 892253"," 1004811"," 994331"," 1065742"," 1260117"," 1199582"," 1323675"," 1232553"," 1274251"," 1244837"," 1171898"," 1199633"," 1101619"," 1098056"," 1080215"," 1097160"," 1187060"," 1180357"," 1142625"," 1198127"," 1217324"," 1223035"," 1273264"," 1349204"," 1353385"," 1296271"," 1237311"," 1350443"," 1296269"," 1263584"," 1317284"," 1361023"," 1306395"
"2023F","NY","NGTPB"," 25.8"," 26.4"," 28.4"," 29.8"," 30"," 31.5"," 36.2"," 33.6"," 36.2"," 38.6"," 39.7"," 39.9"," 38.6"," 38.7"," 35.6"," 32.5"," 33.7"," 31.9"," 32.6"," 36"," 43"," 44.2"," 45.1"," 41.8"," 45.7"," 44.1"," 42.1"," 44.9"," 45.3"," 48.4"," 49.7"," 50.6"," 56.7"," 55.7"," 59.4"," 69.9"," 66.2"," 72.8"," 67.6"," 69.3"," 67.3"," 63.2"," 64.1"," 59"," 58.8"," 57.9"," 58.6"," 63.5"," 62.7"," 60.4"," 63.1"," 64"," 64.4"," 67"," 70.8"," 71.1"," 68.1"," 65.2"," 71.3"," 68.7"," 64.9"," 68.5"," 71.3"," 68.3"
"2023F","NY","NGTPP"," 24.9"," 25.5"," 27.4"," 29"," 29.2"," 30.7"," 35.4"," 32.8"," 35.4"," 37.8"," 38.9"," 39"," 37.8"," 37.5"," 34.8"," 32"," 33.2"," 31.5"," 32.2"," 35.5"," 42"," 43.3"," 44.1"," 40.7"," 44.5"," 42.9"," 40.9"," 43.6"," 44"," 47.1"," 48.2"," 49.2"," 55.1"," 54.1"," 57.7"," 68"," 64.5"," 70.9"," 65.7"," 67.5"," 65.5"," 61.4"," 62.7"," 57.4"," 57.3"," 56.5"," 57.4"," 62"," 61.4"," 59.2"," 61.8"," 62.4"," 62.5"," 64.9"," 68.6"," 68.8"," 66"," 63.1"," 69.1"," 66.6"," 62.8"," 66.4"," 69.1"," 66.2"
"2023F","NY","NGTXB"," 374284"," 387534"," 419762"," 436397"," 448389"," 482540"," 572507"," 516343"," 549000"," 588533"," 617444"," 630992"," 630077"," 631423"," 602662"," 571584"," 598850"," 563676"," 575222"," 555319"," 627011"," 640987"," 635942"," 599827"," 636123"," 606061"," 611549"," 623388"," 660040"," 682374"," 658584"," 681571"," 772368"," 775573"," 798564"," 855003"," 903833"," 935195"," 880755"," 865686"," 899589"," 841750"," 854684"," 864246"," 862363"," 796631"," 724692"," 797476"," 797888"," 791027"," 790781"," 804188"," 747309"," 845791"," 926348"," 910713"," 850001"," 879522"," 965596"," 947316"," 868488"," 897863"," 914033"," 861174"
